abonent =>  predplatiteľ
premietanie =>  projekcia
premýšľanie =>  rozjímanie
premýšľanie =>  uvažovanie
premýšľanie =>  úvaha
premýšľanie =>  špekulácia
prenos =>  prenášanie
prenos =>  presun
prenos =>  prevod
prenos =>  vysielanie
preniknutie =>  prepichnutie
preniknutie =>  prerazenie
preniknutie =>  vniknutie
preorganizovať =>  reorganizovať
preparát =>  prípravok
prepážka =>  priečka
prepínač =>  spínač
prepínať sa =>  preťažovať sa
nápočet =>  prepočet
nápočet =>  vypočítavanie
nápočet =>  výpočet
prepojený =>  pridružený
prepojený =>  spojený
prepojený =>  zjednotený
prepojovať =>  spojovať
prepuknúť =>  strhnúť sa
prerobenie =>  prestavba
prerobenie =>  prešitie
prerušenie spojenia =>  rozpojenie
prerušenie spojenia =>  vypnutie
prerušenie spojenia =>  vypojenie
presadiť =>  uplatniť
presahovať =>  prevyšovať
presahovať =>  vymykať sa
presídliť =>  presťahovať
presklené dvere =>  sklenené dvere
presný =>  striktný
presný =>  strohý
prestrojiť =>  prevliecť
prestrojiť =>  prezliecť
presunúť =>  presunúť sa
prešetrovať =>  zisťovať
prešiť =>  zošiť
preškrtnúť =>  vymazať
preškrtnúť =>  škrtnúť
preťažiť prácou =>  zodrať
pretkať =>  votkať
preto =>  tak
preto =>  takže
preto =>  z tohto dôvodu
pretrepať =>  zatrepať
prevážiť =>  prevážiť sa
prevážiť =>  stratiť rovnováhu
prevažne =>  z veľkej časti
prevedenie =>  uskutočnenie
prevedenie =>  vykonanie
prevetranie =>  ventilácia
prevetranie =>  vetranie
prevetranie =>  vyvetranie
previnenie =>  vina
previs =>  výrastok
previs =>  výstupok
previs =>  výčnelok
prevodovka =>  prevodová skriňa
dostať =>  prevziať
dostať =>  prijať
dostať =>  ujať sa
dostať =>  vziať na seba
požiadavka =>  prianie
požiadavka =>  prosba
požiadavka =>  túžba
požiadavka =>  žiadosť
priaznivý =>  vľúdny
priaznivý =>  šťastný
obmedzený =>  prihlúply
obmedzený =>  prostoduchý
príboj =>  príbojová vlna
príboj =>  vlnobitie
pribrzdiť =>  ubrať
pribuchnúť =>  zabuchnúť
prikladať =>  pripisovať
prikladať =>  prisudzovať
prikladať =>  pričítať
prídavok =>  prírastok
pridelenie =>  rozdelenie
priechodný =>  voľný
prieliv =>  prieplav
prieliv =>  úžina
priemerný =>  prostredný
priemer =>  priemerná hodnota
priemyslové hnojivo =>  umelé hnojivo
prihlásenie =>  registrácia
prihlásenie =>  zaznamenanie
prihlásenie =>  zápis
prihlásenie =>  záznam
prihlásiť sa =>  ubytovať sa
prihodiť sa =>  stať sa
prichystať sa =>  pripraviť sa
príjazdová cesta =>  prístupová cesta
osoh =>  profit
osoh =>  prospech
osoh =>  príjem
osoh =>  tržba
osoh =>  výnos
osoh =>  výťažok
osoh =>  zisk
osoh =>  úžitok
prijímacia izba =>  salón
príklad =>  ukážka
príklad =>  vzor
príklad =>  vzorka
prikročiť =>  pristúpiť
priľahlý =>  susediaci
priľahlý =>  susedný
priľahlý =>  vedľajší
prilepiť =>  primontovať
prilepiť =>  pripevniť
prilepiť =>  pripichnúť
prilepiť =>  pripojiť
prilepiť =>  pritĺcť
prilepiť =>  priviazať
prilepiť =>  upevniť
primát =>  priorita
primát =>  prvenstvo
adekvátne =>  primerane
adekvátne =>  správne
adekvátne =>  vhodne
primiesiť =>  primiešať
prináležitosť =>  príslušenstvo
priostriť sa =>  zostriť sa
prípad =>  situácia
pridať sa =>  pripojiť sa
pridať sa =>  priradiť sa
pripomenúť =>  upozorniť
pripomenúť =>  varovať
pripustiť =>  prisúdiť
pripustiť =>  priznať
pripustiť =>  uznať
pripútať =>  priviazať
pripútať =>  pútať
pripútať =>  spútať
pripútať =>  uviazať
pripútať =>  viazať
pripútať =>  zaviazať
pripútať =>  zviazať
prísnosť =>  tvrdosť
dotácia =>  príspevok
dotácia =>  subvencia
aparát =>  prístroj
aparát =>  zariadenie
pritekanie =>  prítok
pritekanie =>  vtekanie
pritlačiť k stene =>  zahnať do úzkych
pritlačiť =>  stisnúť
pritlačiť =>  stlačiť
pritúliť sa =>  privinúť sa
pritúliť sa =>  stúliť sa
privátne =>  súkromne
privátny =>  súkromný
privítanie =>  vítanie
privítať =>  uvítať
privítať =>  vítať
privolať =>  zavolať
proces =>  spor
produkcia =>  tvorba
produkcia =>  výroba
produkcia =>  zhotovenie
produkovať =>  splniť
produkovať =>  stvoriť
produkovať =>  tvoriť
produkovať =>  urobiť
produkovať =>  utvoriť
produkovať =>  vykonať
produkovať =>  vyrobiť
produkovať =>  vyrábať
produkovať =>  vytvoriť
produkovať =>  vytvárať
profesionalizmus =>  profesionálne chovanie
programové vybavenie =>  software
prohibitívne =>  prohibičné
promócia =>  udelenie akademickej hodnosti
proporcie =>  rozmery
astrológ =>  prorok
astrológ =>  veštec
prosperovať =>  vzrastať
prosperujúci =>  prospievajúci
prosperujúci =>  úspešný
protokol =>  zápis
provizórne lôžko =>  tvrdé lôžko
provokatívny =>  provokačný
provokatívny =>  vyzývavý
prstenec =>  špirála
prstová abeceda =>  znaková abeceda
prudérny =>  puritánsky
prút =>  tyčka
prvotriednosť =>  vynikanie
publikovať =>  uverejniť
publikovať =>  zverejniť
pulz =>  tep
puntičkárstvo =>  svedomitosť
puntičkárstvo =>  zásadovosť
puntičkárstvo =>  úzkostlivosť
ničiť =>  pustošiť
ničiť =>  skaziť
ničiť =>  spustošiť
flinta =>  puška
puto =>  zväzok
pyridoxín =>  vitamín B6
akcia =>  rabat
akcia =>  zrážka
akcia =>  zľava
rozhlas =>  rádio
radostná nálada =>  radosť
radostná nálada =>  uspokojenie
rehoľnica =>  rádová sestra
radovať sa =>  tešiť sa
radovať sa =>  veseliť sa
rád =>  s radosťou
rafinovaný =>  vypočítavý
rajón =>  revír
rákosie =>  trstina
randál =>  rámus
rande =>  schôdzka
rande =>  stretnutie
raný =>  včasný
rastová látka =>  rastový regulátor
rastúci =>  zväčšujúci sa
razia =>  záťah
razia =>  ťah
raziť =>  vyraziť
ráz =>  sloh
ráz =>  vkus
ráz =>  štýl
odpovedať =>  reagovať
odpovedať =>  zareagovať
reakcionársky =>  reakčný
pragmatický =>  realistický
pragmatický =>  reálny
pragmatický =>  triezvy
pragmatický =>  vecný
recipročný =>  vzájomný
redukcia =>  strata
redukcia =>  zmenšenie
redukcia =>  zmiernenie
redukcia =>  zníženie
redukcia =>  úbytok
registrovať =>  zaznamenávať
regresívny =>  spiatočný
regresívny =>  spätný
rekapitulácia =>  sumár
rekapitulácia =>  súhrn
rekapitulácia =>  zhrnutie
rekapitulovať =>  sumarizovať
rekapitulovať =>  zhrnovať
rekapitulovať =>  zhrnúť
rekapitulovať =>  zhrňovať
rekapitulovať =>  zhustiť
reklamné heslo =>  slogan
rekreácia =>  uzdravenie
rekreácia =>  zotavenie
rekreačný =>  zábavný
relevantný =>  rozhodujúci
relevantný =>  smerodatný
relevantný =>  významný
relevantný =>  závažný
remeselná výroba =>  umelecké remeslá
rešpektovať =>  uznávať
rešpekt =>  vážnosť
rešpekt =>  úcta
rešpekt =>  česť
reťaz =>  reťazec
rezať =>  štiepať
rezbár =>  sochár
rezervovanosť =>  sebakontrola
rezervovanosť =>  sebaovládanie
rezervovanosť =>  striedmosť
rezervovanosť =>  umiernenosť
rezervovanosť =>  zdržanlivosť
rezivo =>  stavebné drevo
rezolúcia =>  uznesenie
rezonovať =>  rozliehať sa
rezonovať =>  zaznievať
rezonovať =>  znieť
rezonovať =>  zvoniť
rezonovať =>  zvučať
rezonujúci =>  zvučný
riedenie =>  rozriedenie
riediť =>  rozriediť
riediť =>  zriediť
rieka =>  tok
ring =>  zápasisko
robiť pokroky =>  vyvíjať sa
robiť rozdiel =>  rozlišovať
robiť si starosti =>  rozčuľovať sa
robiť si starosti =>  trápiť sa
robiť si starosti =>  užierať sa
rodinná cennosť =>  rodinný klenot
röntgenovať =>  zröntgenovať
rozbeh =>  rozplavba
rozbiehať sa =>  rozvetvovať sa
rozbiehať sa =>  vetviť sa
dezilúzia =>  rozčarovanie
dezilúzia =>  sklamanie
dezilúzia =>  vytriezvenie
rozčarovať =>  zbaviť ilúzií
rozrušenie =>  rozčúlenie
rozrušenie =>  vyvedenie z miery
rozrušenie =>  vzrušenie
rozrušenie =>  zmätenie
rozrušenie =>  zmätok
rozdať =>  rozdeliť
rozdelenie =>  rozštiepenie
rozdiel =>  rozlišovanie
rozdiel =>  rozlíšenie
rozdrviť =>  zdemolovať
rozdvojenie =>  rozvetvenie
rozdvojenie =>  vetvenie
rozhádzať =>  rozsypať
rozhádzať =>  roztrúsiť
rozháraný =>  v neporiadku
rozhľadňa =>  vyhliadka
rozhnevaný =>  rozzúrený
rozhnevať sa =>  rozjedovať sa
rozhodca =>  sudca
rozhodca =>  sudcovský zbor
rozhorčiť =>  roztrpčiť
rozhrýzť =>  rozžuť
rozchod =>  rozlúčenie
rozkladací =>  skladací
rozkladací =>  sklopný
rozkladací =>  sklápací
rozkladať sa =>  rozprestierať sa
rozkladať sa =>  tiahnuť sa
dekompozícia =>  rozklad
dekompozícia =>  rozloženie
dekompozícia =>  rozpad
rozklepať sa =>  roztriasť sa
rozkol =>  roztržka
rozkol =>  rozvrat
rozkol =>  schizma
rozkrájať =>  rozrezať
rozkrájať =>  rozsekať
rozkrájať =>  rozstrihať
rozladenosť =>  špatná nálada
rozložiteľný =>  rozpustný
rozmarnosť =>  roztopašnosť
rozmar =>  vrtoch
rozmiestnenie =>  rozostavenie
rozmiestnenie =>  umiestnenie
rozmiestniť =>  rozostaviť
rozmiestniť =>  rozvinúť
rozmiestniť =>  umiestniť
rozmotať =>  rozpliesť
rozmotať =>  rozuzliť
rozohnať =>  rozprášiť
rozohnať =>  rozptýliť
rozohnať =>  zahnať
rozoznať =>  rozpoznať
rozoznať =>  rozsúdiť
rozoznieť =>  rozozvučať
rozpadnúť sa =>  rozsypať sa
rozpaky =>  trápnosť
rozpaky =>  zdržanlivosť
rozpaky =>  zábrany
rozpáliť =>  roztopiť
rozpáliť =>  zmäknúť
rozpoltiť =>  rozštiepiť
rozporný =>  rozporuplný
rozprašovač =>  sprej
rozprašovať =>  rozstrekovať
rozptýlenie =>  večierok
rozptýlenie =>  zábava
rozrásť sa =>  zväčšiť sa
rozriešenie =>  vyriešenie
nepokoj =>  poplach
nepokoj =>  rozruch
nepokoj =>  rozrušenie
nepokoj =>  rozčúlenie
nepokoj =>  vzruch
nepokoj =>  vzrušenie
rozsvietiť =>  zapnúť
rozsvietiť =>  zapojiť
rozširovanie =>  šírenie
rozdelený =>  rozpoltený
rozdelený =>  rozštiepený
roztrhať =>  rozšklbať
roztržitý =>  zadumaný
roztržitý =>  zamyslený
rozvaľovať sa =>  rozťahovať sa
rozviazať =>  rozšnurovať
rozviedka =>  spravodajská služba
rozvoj =>  rozvíjanie
rozvoj =>  vývoj
rozvinúť sa =>  rozvíjať sa
rozvíriť =>  zvíriť
rozvitý =>  vyvinutý
rubrika =>  stĺpik
zodpovednosť =>  záruka
zodpovednosť =>  záštita
ručička =>  smerovka
ručička =>  ukazovateľ
rumenec =>  sčervenanie
rúško =>  závoj
rýpanie =>  šťúranie
rýpať =>  vŕtať
rýpať =>  vŕtať sa
rýpať =>  šťúrať
rýpať =>  šťúrať sa
sabat =>  sobota
sabat =>  sviatok
sadba =>  výsadba
sadzba =>  sadzobník
sadzba =>  tarifa
samá ruka samá noha =>  vysoký a chudý
samo sebou =>  to sa rozumie
nepripravený =>  samovoľný
nepripravený =>  spontánny
sama =>  samo
sama =>  samostatne
sama =>  samotný
sama =>  sám
sanita =>  sanitka
sanita =>  sanitné auto
sanita =>  záchranka
saponát =>  syntetický prací prostriedok
scvrknutý =>  uschnutý
sčítaný =>  učený
sčítaný =>  vzdelaný
sčítaný =>  študovaný
spočítať =>  sčítať
sebaistota =>  sebavedomie
sedatívum =>  ukľudňujúci prostriedok
sekera =>  sekáč
sekretár =>  tajomník
sekrét =>  výlučok
selekcia =>  stručný obsah
selekcia =>  voľba
selekcia =>  výber
semeno =>  semienko
sen =>  snenie
sentimentálny =>  uplakaný
sentimentálny =>  uslzený
senzuálny =>  zmyslový
séria =>  zbierka
severský =>  škandinávsky
sexualita =>  sexuálny život
schodný =>  zjazdný
schopnosť =>  spôsobilosť
schopnosť =>  vhodnosť
schopnosť =>  vierohodnosť
schovať sa =>  skryť sa
schovať sa =>  ukryť sa
schovávanie =>  schovávačka
schovávanie =>  skrývačka
schúliť =>  skrčiť
sieť =>  spleť
oheň =>  táborák
oheň =>  vatra
silno =>  tlsto
situovaný =>  umiestnený
situovať =>  umiestniť
situovať =>  zaradiť
skalisko =>  úskalie
skalisko =>  útes
skladba =>  syntax
sklátiť =>  vyvrátiť
sklátiť =>  zhodiť
sklátiť =>  zraziť
skleslosť =>  skľúčenosť
skleslosť =>  stiesnenosť
sklz =>  šmyk
skok =>  výpad
skoliť =>  utratiť
skoliť =>  vyhladiť
skoliť =>  vyhubiť
skoliť =>  vykoreniť
skoliť =>  zabiť
skoliť =>  zlikvidovať
skonfiškovaný =>  zabavený
skonfiškovať =>  zabaviť
skonštruovať =>  zmontovať
skonštruovať =>  zostaviť
skonštruovať =>  zostrojiť
skontrolovať =>  zrevidovať
skóre =>  výsledok
priam =>  skoro
priam =>  takmer
skosiť =>  zošikmiť
skrbliť =>  sporiť
skrbliť =>  usporiť
skrbliť =>  šetriť
almara =>  skrinka
almara =>  skriňa
skrivenie =>  skrútenie
odpykať =>  skúsiť
odpykať =>  vytrpieť
odpykať =>  zažiť
bravo =>  skvele
bravo =>  výborne
bravo =>  znamenite
potichu =>  slabo
potichu =>  ticho
potichu =>  tlmene
slabozraký =>  takmer slepý
sledovať =>  stopovať
sledovať =>  vyhľadať
sledovať =>  vypátrať
sledovať =>  vysliediť
sledovať =>  vystopovať
sledovať =>  vyčuchať
nevidiaci =>  slepý
nevidiaci =>  zaslepený
prieskumník =>  sliedič
prieskumník =>  zved
prieskumník =>  špeh
slipy =>  spodky
sloboda jednania =>  voľnosť
slobodný muž =>  starý mládenec
slonovina =>  slonová kosť
hovorený =>  orálny
hovorený =>  slovný
hovorený =>  verbálny
hovorený =>  ústny
pojem =>  slovo
pojem =>  termín
pojem =>  výraz
posluhovač =>  sluha
posluhovač =>  služobná
posluhovač =>  služobník
posluhovač =>  slúžka
služobné =>  úradné
snehový =>  snežný
spasenie =>  spása
spasenie =>  vykúpenie
spasenie =>  záchrana
spasenie =>  záchranná akcia
Spasiteľ =>  Vykupiteľ
Spasiteľ =>  Záchranca
spasiť =>  vykúpiť
spasiť =>  zachraňovať
spasiť =>  zachrániť
spásť =>  vypásť
sperma =>  spermia
konsolidovať =>  posilniť
konsolidovať =>  spevniť
konsolidovať =>  spevniť sa
konsolidovať =>  upevniť
konsolidovať =>  ustáliť sa
konsolidovať =>  utužiť
konsolidovať =>  utvrdiť
spievať =>  zaspievať
splniť sa =>  vyplniť sa
spočívať =>  zakladať sa
spočívať =>  záležať
spočívať =>  závisieť
spojivo =>  tmel
spojka =>  spojovacie zariadenie
spojka =>  sprostredkovateľ
spojovacia čiarka =>  spojovník
spojovať sa =>  viazať sa
spoj =>  spojenie
spoj =>  steh
spoj =>  šev
spolupáchateľ =>  spoluvinník
partnerstvo =>  podielnictvo
sponka =>  svorka
zhltnúť =>  zjesť
zhltnúť =>  zlupnúť
spotený =>  upotený
spozorovať =>  uvidieť
spozorovať =>  uzrieť
spozorovať =>  všimnúť si
spozorovať =>  zahliadnuť
spozorovať =>  zazrieť
spozorovať =>  zbadať
spozorovať =>  zočiť
spravodajská agentúra =>  tlačová kancelária
spravodlivý =>  zaslúžený
spresniť =>  upresniť
spresniť =>  špecifikovať
sŕkať =>  usrkávať
konsolidovanie =>  stabilizácia
konsolidovanie =>  ustálenie
konsolidovať =>  stabilizovať
konsolidovať =>  ustáliť
konsolidovať =>  uviesť do pokoja
konsolidovať =>  uviesť do poriadku
stabilný =>  ustálený
stály hosť =>  stály zákazník
stanica =>  zastávka
definovaný =>  stanovený
definovaný =>  určený
staroba =>  starobylosť
staroba =>  vek
statnosť =>  zdatnosť
budovať =>  stavať
budovať =>  zakladať
stávka =>  tip
stávka =>  vklad
stelesnený =>  vtelený
stelesnený =>  zosobnený
stelesniť =>  zosobniť
stenčiť sa =>  zcvrknúť sa
stenčiť sa =>  zmenšiť
stenčiť sa =>  zmenšiť sa
stenčiť sa =>  zmrštiť sa
stenčiť sa =>  zraziť sa
stigma =>  stopa
stigma =>  znamenie
stíchnuť =>  stíšiť sa
stisk =>  stisnutie
stisk =>  stlačenie
stisk =>  uchopenie
stmievať sa =>  šeriť sa
stočený =>  zvinutý
stojaté vody =>  tíšina
stojatý =>  vzpriamený
stolček =>  stôl
ston =>  zastonanie
ujsť =>  uniknúť
ujsť =>  utiecť
strápený =>  ustaraný
strápený =>  ustarostený
strápený =>  utrápený
strápený =>  vyčerpaný
stratiť sa =>  vypariť sa
stratiť sa =>  vytratiť sa
stratiť sa =>  vziať roha
stratiť sa =>  zmiznúť
strešné okno =>  vikier
strhujúci =>  uchvacujúci
striedajúci sa =>  striedavý
strnulosť =>  tuhosť
strnulosť =>  tvrdosť
secco =>  stroho
secco =>  úsečne
afekt =>  afektovanosť
afekt =>  strojenosť
afekt =>  umelosť
strojený =>  teatrálny
strojný =>  strojový
odpykať =>  strpieť
odpykať =>  vystáť
odpykať =>  zniesť
stuhnúť =>  stvrdnúť
stuhnúť =>  zatvrdnúť
stuhnúť =>  zmrznúť
stuhnutý =>  tuhý
stúpajúci =>  stúpavý
stúpajúci =>  vzostupný
stupnica =>  tónina
súd =>  súdny dvor
súd =>  tribunál
suchý =>  vyprahnutý
suchý =>  zvädnutý
súkromné vlastníctvo =>  súkromný majetok
mrk =>  podvečer
mrk =>  stmievanie
mrk =>  súmrak
mrk =>  šero
suverenita =>  zvrchovanosť
svalstvo =>  svaly
svet =>  zem
svieca =>  sviečka
svitanie =>  úsvit
svorka =>  zverák
sykot =>  syčanie
syknúť =>  zasyčať
symetrický =>  vyvážený
syntéza =>  zlučovanie
šelestiť =>  šušťať
šeptať =>  šuškať
šerm =>  šermovanie
šestica =>  šestka
šľah =>  šľahnutie
šluk =>  ťah
šmykľavka =>  šmýkačka
štvorboký =>  štvorcový
štvorboký =>  štvorhranný
štvorboký =>  štvorstranný
